Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;31441;1940;70;210;154;113;535;2372;1781;5132;547;9820;10821;184.0;817.0;322.0;241.0;243.0;299.0;114.0
2024;31908;2092;92;206;154;113;704;2326;1781;5132;565;9943;11011;187.0;881.0;470.0;345.0;348.0;436.0;144.0
2025;32800;1980;57;204;123;97;436;2304;1423;4405;481;8568;9594;192.0;834.0;203.0;143.0;161.0;195.0;74.0
2026;32950;1963;51;201;140;109;390;2270;1619;4950;501;9229;10248;193.0;826.0;203.0;141.0;154.0;191.0;68.0
2027;33911;2055;53;199;122;107;405;2247;1411;4859;481;8922;9986;199.0;865.0;156.0;103.0;104.0;135.0;86.0
2028;33924;2122;45;230;144;112;344;2597;1666;5086;531;9693;10785;199.0;893.0;147.0;105.0;114.0;140.0;72.0
2029;34811;2090;62;231;133;110;474;2609;1538;4996;536;9617;10701;204.0;880.0;190.0;142.0;147.0;177.0;83.0
2030;35000;2165;58;244;155;107;444;2756;1793;4859;564;9852;10968;205.0;911.0;147.0;95.0;101.0;135.0;81.0
2031;35974;2182;50;247;169;127;382;2789;1955;5768;593;10894;12024;211.0;919.0;191.0;140.0;143.0;178.0;77.0
2032;35997;2188;60;246;160;139;459;2778;1851;6313;605;11401;12533;211.0;921.0;275.0;200.0;207.0;251.0;80.0
2033;36747;2278;59;254;138;123;451;2868;1596;5586;574;10501;11676;216.0;959.0;195.0;133.0;140.0;178.0;75.0
2034;36715;2251;53;234;176;129;405;2643;2036;5858;592;10942;12105;215.0;948.0;141.0;93.0;109.0;133.0;73.0
2035;37354;2295;43;267;150;114;329;3015;1735;5177;574;10256;11441;219.0;966.0;137.0;87.0;103.0;127.0;76.0
2036;37336;2232;75;234;166;125;574;2643;1920;5677;600;10814;11973;219.0;940.0;208.0;141.0;155.0;197.0;82.0
2037;38021;2354;70;255;150;119;535;2880;1735;5404;594;10554;11768;223.0;991.0;190.0;127.0;139.0;177.0;78.0
2038;38177;2291;64;260;164;131;489;2936;1897;5949;619;11271;12460;224.0;965.0;195.0;132.0;147.0;180.0;92.0
2039;39094;2341;56;261;176;122;428;2948;2036;5541;615;10953;12168;229.0;986.0;140.0;93.0;97.0;127.0;83.0
2040;39220;2374;56;277;168;129;428;3128;1943;5858;630;11357;12586;230.0;999.0;207.0;147.0;152.0;193.0;100.0
2041;40031;2460;58;287;153;129;444;3241;1770;5858;627;11313;12584;235.0;1036.0;218.0;158.0;160.0;199.0;87.0
2042;40373;2390;57;244;144;131;436;2756;1666;5949;576;10807;12050;237.0;1006.0;167.0;118.0;130.0;154.0;67.0
