Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;12075;869;0;309296;5161;0;0;0;433.0;0.0;17.0;188.0;121.0;107.0;0.0;0.0;0.0;0.0;0.0
2024;1134038;14669;1302;0;315832;4728;0;0;0;440.0;0.0;14.0;195.0;118.0;113.0;0.0;0.0;0.0;0.0;0.0
2025;1147405;13308;2017;0;321258;4751;0;0;0;460.0;0.0;17.0;215.0;120.0;108.0;0.0;0.0;0.0;0.0;0.0
2026;1158696;13171;2977;0;326567;4794;0;0;0;485.0;0.0;11.0;210.0;139.0;125.0;0.0;0.0;0.0;0.0;0.0
2027;1168890;14785;3921;0;331589;4815;0;0;0;461.0;0.0;18.0;214.0;112.0;117.0;0.0;0.0;0.0;0.0;0.0
2028;1179754;14760;5003;0;336507;4903;0;0;0;515.0;0.0;16.0;250.0;131.0;118.0;0.0;0.0;0.0;0.0;0.0
2029;1189511;14409;5901;0;341986;4918;0;0;0;517.0;0.0;27.0;249.0;123.0;118.0;0.0;0.0;0.0;0.0;0.0
2030;1198019;14975;6641;0;347659;4934;0;0;0;547.0;0.0;17.0;259.0;150.0;121.0;0.0;0.0;0.0;0.0;0.0
2031;1206353;14908;6906;0;353196;4934;0;0;0;589.0;0.0;22.0;268.0;157.0;142.0;0.0;0.0;0.0;0.0;0.0
2032;1214355;14344;7253;0;357141;4886;0;0;0;615.0;0.0;24.0;267.0;169.0;155.0;0.0;0.0;0.0;0.0;0.0
2033;1221446;13942;7609;0;360458;4797;0;0;0;576.0;0.0;22.0;275.0;143.0;136.0;0.0;0.0;0.0;0.0;0.0
2034;1227779;14024;8284;0;363591;4753;0;0;0;602.0;0.0;19.0;248.0;187.0;148.0;0.0;0.0;0.0;0.0;0.0
2035;1233519;14623;9177;0;366751;4718;0;0;0;573.0;0.0;14.0;290.0;144.0;125.0;0.0;0.0;0.0;0.0;0.0
2036;1238965;13982;10249;0;370287;4699;0;0;0;595.0;0.0;30.0;256.0;166.0;143.0;0.0;0.0;0.0;0.0;0.0
2037;1242698;14804;10765;0;374406;4659;0;0;0;589.0;0.0;31.0;274.0;152.0;132.0;0.0;0.0;0.0;0.0;0.0
2038;1246737;14548;11499;0;379057;4632;0;0;0;585.0;0.0;29.0;269.0;156.0;131.0;0.0;0.0;0.0;0.0;0.0
2039;1249786;14077;12113;0;384324;4640;0;0;0;634.0;0.0;27.0;295.0;173.0;139.0;0.0;0.0;0.0;0.0;0.0
2040;1251750;12681;12625;0;389557;4616;0;0;0;608.0;0.0;18.0;282.0;157.0;151.0;0.0;0.0;0.0;0.0;0.0
2041;1251806;13723;13068;0;394912;4621;0;0;0;622.0;0.0;18.0;306.0;154.0;144.0;0.0;0.0;0.0;0.0;0.0
2042;1252461;13714;13195;0;400103;4570;0;0;0;590.0;0.0;26.0;275.0;146.0;143.0;0.0;0.0;0.0;0.0;0.0
