Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;0;0;17;188;121;107;130;2123;1400;4859;433;8512;8512;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;0;0;14;195;118;113;107;2202;1365;5132;440;8806;8806;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025;0;0;17;215;120;108;130;2428;1388;4905;460;8851;8851;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2026;0;0;11;209;139;125;84;2360;1608;5677;484;9729;9729;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2027;0;0;18;214;111;117;138;2417;1284;5313;460;9152;9152;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2028;0;0;16;251;131;118;122;2835;1515;5359;516;9831;9831;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2029;0;0;27;248;123;118;206;2801;1423;5359;516;9789;9789;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2030;0;0;17;258;150;121;130;2914;1735;5495;546;10274;10274;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2031;0;0;22;268;157;142;168;3027;1816;6449;589;11460;11460;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2032;0;0;24;267;169;155;184;3015;1955;7039;615;12193;12193;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2033;0;0;22;273;143;136;168;3083;1654;6176;574;11081;11081;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2034;0;0;19;248;187;149;145;2801;2163;6767;603;11876;11876;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2035;0;0;15;290;144;126;115;3275;1666;5722;575;10778;10778;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2036;0;0;30;254;165;143;229;2868;1909;6494;592;11500;11500;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2037;0;0;30;274;151;133;229;3094;1747;6040;588;11110;11110;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2038;0;0;29;271;156;131;222;3060;1805;5949;587;11036;11036;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2039;0;0;28;296;174;139;214;3343;2013;6313;637;11883;11883;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2040;0;0;18;281;157;152;138;3173;1816;6903;608;12030;12030;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2041;0;0;19;308;153;143;145;3478;1770;6494;623;11887;11887;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2042;0;0;26;276;147;143;199;3117;1700;6494;592;11510;11510;0.0;0.0;0.0;0.0;0.0;0.0;0.0
