Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;AsymtomaticCCRDiscovered
2023;1122832;14664;852;0;309296;5151;0;0;0;433.0;0.0;17.0;188.0;121.0;107.0;0.0;0.0
2024;1136644;14421;1208;0;315833;4720;0;0;0;440.0;0.0;14.0;195.0;118.0;113.0;0.0;0.0
2025;1149857;13981;2072;0;321258;4745;0;0;0;461.0;0.0;17.0;215.0;121.0;108.0;0.0;0.0
2026;1161766;13901;2891;0;326567;4790;0;0;0;484.0;0.0;11.0;209.0;139.0;125.0;0.0;0.0
2027;1172776;14278;4028;0;331594;4800;0;0;0;460.0;0.0;18.0;214.0;111.0;117.0;0.0;0.0
2028;1183026;14090;5088;0;336511;4902;0;0;0;516.0;0.0;16.0;250.0;133.0;117.0;0.0;0.0
2029;1192028;14828;5884;0;341988;4915;0;0;0;516.0;0.0;27.0;248.0;123.0;118.0;0.0;0.0
2030;1200972;15280;6461;0;347654;4935;0;0;0;546.0;0.0;17.0;258.0;150.0;121.0;0.0;0.0
2031;1209791;13106;6963;0;353201;4927;0;0;0;591.0;0.0;22.0;269.0;157.0;143.0;0.0;0.0
2032;1215934;13830;7371;0;357143;4873;0;0;0;616.0;0.0;24.0;267.0;170.0;155.0;0.0;0.0
2033;1222393;13934;7843;0;360474;4768;0;0;0;576.0;0.0;22.0;274.0;144.0;136.0;0.0;0.0
2034;1228484;14046;8487;0;363599;4742;0;0;0;603.0;0.0;19.0;249.0;187.0;148.0;0.0;0.0
2035;1234043;13779;9333;0;366743;4715;0;0;0;572.0;0.0;14.0;290.0;143.0;125.0;0.0;0.0
2036;1238489;13465;10053;0;370286;4718;0;0;0;591.0;0.0;30.0;254.0;164.0;143.0;0.0;0.0
2037;1241901;12962;10823;0;374403;4677;0;0;0;586.0;0.0;29.0;274.0;151.0;132.0;0.0;0.0
2038;1244040;13006;11378;0;379038;4636;0;0;0;586.0;0.0;29.0;271.0;155.0;131.0;0.0;0.0
2039;1245668;13494;12008;0;384305;4621;0;0;0;637.0;0.0;28.0;296.0;175.0;138.0;0.0;0.0
2040;1247154;13984;12604;0;389500;4632;0;0;0;613.0;0.0;18.0;283.0;159.0;153.0;0.0;0.0
2041;1248534;13126;12821;0;394857;4614;0;0;0;623.0;0.0;18.0;307.0;154.0;144.0;0.0;0.0
2042;1248839;13568;13289;0;400057;4581;0;0;0;597.0;0.0;26.0;278.0;148.0;145.0;0.0;0.0
