Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;15658;988;42;197;138;110;321;2225;1596;4996;487;9138;9646;92.0;416.0;107.0;78.0;83.0;104.0;54.0
2024;15898;1051;56;195;132;113;428;2202;1527;5132;496;9289;9824;93.0;442.0;215.0;154.0;154.0;199.0;64.0
2025;16368;959;37;213;123;108;283;2405;1423;4905;481;9016;9516;96.0;404.0;103.0;76.0;82.0;97.0;38.0
2026;16441;1003;25;206;138;124;191;2326;1596;5631;493;9744;10262;96.0;422.0;87.0;63.0;66.0;83.0;30.0
2027;16901;1061;39;204;114;110;298;2304;1319;4996;467;8917;9463;99.0;447.0;116.0;81.0;82.0;104.0;40.0
2028;16998;1039;34;242;134;116;260;2733;1550;5268;526;9811;10348;100.0;437.0;92.0;67.0;72.0;89.0;34.0
2029;17329;1036;45;230;129;112;344;2597;1492;5086;516;9519;10057;102.0;436.0;65.0;43.0;51.0;61.0;41.0
2030;17525;1064;42;252;156;116;321;2846;1805;5268;566;10240;10791;103.0;448.0;118.0;81.0;83.0;108.0;52.0
2031;17897;1050;39;259;157;136;298;2925;1816;6176;591;11215;11762;105.0;442.0;111.0;78.0;81.0;103.0;36.0
2032;18063;1122;38;261;165;148;291;2948;1909;6721;612;11869;12447;106.0;472.0;83.0;53.0;64.0;78.0;38.0
2033;18312;1169;38;262;140;128;291;2959;1619;5813;568;10682;11281;107.0;492.0;76.0;51.0;56.0;71.0;36.0
2034;18386;1118;42;240;185;138;321;2710;2140;6267;605;11438;12017;108.0;471.0;100.0;71.0;79.0;93.0;44.0
2035;18656;1143;28;277;151;115;214;3128;1747;5223;571;10312;10902;109.0;481.0;78.0;47.0;56.0;70.0;43.0
2036;18687;1121;50;248;168;133;382;2801;1943;6040;599;11166;11748;110.0;472.0;122.0;88.0;89.0;113.0;42.0
2037;18983;1197;48;261;151;130;367;2948;1747;5904;590;10966;11581;111.0;504.0;51.0;31.0;38.0;48.0;36.0
2038;19150;1155;44;269;161;135;336;3038;1862;6131;609;11367;11965;112.0;486.0;119.0;80.0;87.0;109.0;55.0
2039;19493;1173;46;284;176;128;352;3207;2036;5813;634;11408;12016;114.0;494.0;113.0;78.0;80.0;105.0;48.0
2040;19745;1173;35;273;165;139;268;3083;1909;6313;612;11573;12183;116.0;494.0;69.0;49.0;54.0;63.0;45.0
2041;19874;1243;35;291;155;136;268;3286;1793;6176;617;11523;12163;117.0;523.0;110.0;80.0;79.0;100.0;40.0
2042;20288;1153;47;267;147;137;359;3015;1700;6222;598;11296;11900;119.0;485.0;113.0;83.0;87.0;107.0;42.0
