Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;23736;1468;57;201;144;111;436;2270;1666;5041;513;9413;10170;139.0;618.0;186.0;138.0;142.0;177.0;80.0
2024;23833;1557;70;199;141;115;535;2247;1631;5223;525;9636;10432;140.0;656.0;333.0;243.0;249.0;310.0;103.0
2025;24722;1444;38;208;125;105;291;2349;1446;4768;476;8854;9607;145.0;608.0;118.0;86.0;92.0;113.0;48.0
2026;24628;1508;38;203;140;123;291;2293;1619;5586;504;9789;10568;144.0;635.0;123.0;88.0;90.0;117.0;53.0
2027;25530;1602;48;202;122;113;367;2281;1411;5132;485;9191;10015;150.0;674.0;152.0;107.0;111.0;136.0;72.0
2028;25409;1568;41;237;141;108;314;2676;1631;4905;527;9526;10335;149.0;660.0;109.0;76.0;82.0;104.0;52.0
2029;26138;1583;49;234;140;111;375;2643;1619;5041;534;9678;10497;153.0;666.0;82.0;48.0;62.0;72.0;70.0
2030;26234;1588;52;244;154;109;398;2756;1781;4950;559;9885;10708;154.0;669.0;187.0;132.0;139.0;175.0;61.0
2031;27024;1645;51;258;163;134;390;2914;1885;6085;606;11274;12125;158.0;693.0;169.0;125.0;129.0;160.0;65.0
2032;26955;1654;51;249;166;142;390;2812;1920;6449;608;11571;12425;158.0;696.0;173.0;117.0;121.0;156.0;64.0
2033;27582;1714;46;254;134;127;352;2868;1550;5768;561;10538;11422;162.0;722.0;106.0;71.0;78.0;98.0;54.0
2034;27521;1661;49;233;177;135;375;2631;2047;6131;594;11184;12044;161.0;699.0;107.0;67.0;80.0;101.0;56.0
2035;28038;1720;35;274;151;115;268;3094;1747;5223;575;10332;11220;164.0;724.0;101.0;64.0;74.0;91.0;65.0
2036;27924;1660;61;238;165;130;466;2688;1909;5904;594;10967;11830;164.0;699.0;181.0;134.0;136.0;172.0;67.0
2037;28537;1785;60;262;148;125;459;2959;1712;5677;595;10807;11725;167.0;751.0;152.0;100.0;108.0;141.0;52.0
2038;28604;1696;43;259;160;134;329;2925;1851;6085;596;11190;12072;168.0;714.0;117.0;75.0;86.0;107.0;57.0
2039;29327;1780;43;270;178;125;329;3049;2059;5677;616;11114;12035;172.0;749.0;75.0;53.0;51.0;68.0;51.0
2040;29438;1756;51;277;169;131;390;3128;1955;5949;628;11422;12334;173.0;739.0;128.0;87.0;95.0;121.0;79.0
2041;29976;1865;48;291;157;137;367;3286;1816;6222;633;11691;12652;176.0;785.0;165.0;120.0;119.0;149.0;69.0
2042;30256;1779;54;260;148;134;413;2936;1712;6085;596;11146;12072;177.0;749.0;141.0;103.0;110.0;131.0;57.0
