Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;14440;809;0;309297;5150;0;0;0;433.0;0.0;17.0;188.0;121.0;107.0;0.0;0.0;0.0;0.0;0.0
2024;1136463;13069;1296;0;315833;4718;0;0;0;440.0;0.0;14.0;195.0;118.0;113.0;0.0;0.0;0.0;0.0;0.0
2025;1148236;14060;2056;0;321258;4753;0;0;0;461.0;0.0;17.0;215.0;121.0;108.0;0.0;0.0;0.0;0.0;0.0
2026;1160240;14341;2929;0;326569;4796;0;0;0;484.0;0.0;11.0;209.0;139.0;125.0;0.0;0.0;0.0;0.0;0.0
2027;1171652;13358;4086;0;331596;4815;0;0;0;460.0;0.0;18.0;214.0;111.0;117.0;0.0;0.0;0.0;0.0;0.0
2028;1180924;13462;5013;0;336516;4896;0;0;0;516.0;0.0;16.0;251.0;131.0;118.0;0.0;0.0;0.0;0.0;0.0
2029;1189373;14396;5769;0;341991;4919;0;0;0;517.0;0.0;27.0;249.0;123.0;118.0;0.0;0.0;0.0;0.0;0.0
2030;1198000;12956;6666;0;347660;4928;0;0;0;546.0;0.0;17.0;258.0;150.0;121.0;0.0;0.0;0.0;0.0;0.0
2031;1204290;14347;6986;0;353208;4922;0;0;0;589.0;0.0;22.0;268.0;157.0;142.0;0.0;0.0;0.0;0.0;0.0
2032;1211651;14283;7273;0;357134;4873;0;0;0;615.0;0.0;24.0;267.0;169.0;155.0;0.0;0.0;0.0;0.0;0.0
2033;1218661;13346;7639;0;360466;4797;0;0;0;575.0;0.0;22.0;273.0;143.0;137.0;0.0;0.0;0.0;0.0;0.0
2034;1224368;13916;8413;0;363610;4734;0;0;0;603.0;0.0;19.0;248.0;187.0;149.0;0.0;0.0;0.0;0.0;0.0
2035;1229871;14293;9174;0;366743;4738;0;0;0;574.0;0.0;15.0;290.0;143.0;126.0;0.0;0.0;0.0;0.0;0.0
2036;1234990;15342;9982;0;370265;4714;0;0;0;592.0;0.0;30.0;254.0;165.0;143.0;0.0;0.0;0.0;0.0;0.0
2037;1240350;13178;10999;0;374416;4650;0;0;0;588.0;0.0;30.0;274.0;151.0;133.0;0.0;0.0;0.0;0.0;0.0
2038;1242529;14552;11431;0;379056;4636;0;0;0;587.0;0.0;29.0;271.0;156.0;131.0;0.0;0.0;0.0;0.0;0.0
2039;1245650;14808;12008;0;384348;4646;0;0;0;636.0;0.0;27.0;296.0;175.0;138.0;0.0;0.0;0.0;0.0;0.0
2040;1248450;14666;12616;0;389503;4633;0;0;0;610.0;0.0;18.0;282.0;158.0;152.0;0.0;0.0;0.0;0.0;0.0
2041;1250500;13670;13166;0;394888;4617;0;0;0;624.0;0.0;18.0;307.0;156.0;143.0;0.0;0.0;0.0;0.0;0.0
2042;1251004;13718;13188;0;400045;4588;0;0;0;593.0;0.0;26.0;277.0;147.0;143.0;0.0;0.0;0.0;0.0;0.0
