Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;0;0;17;188;121;107;130;2123;1400;4859;433;8512;8512;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;0;0;14;195;118;113;107;2202;1365;5132;440;8806;8806;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025;0;0;17;215;120;108;130;2428;1388;4905;460;8851;8851;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2026;0;0;11;209;139;125;84;2360;1608;5677;484;9729;9729;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2027;0;0;18;214;111;117;138;2417;1284;5313;460;9152;9152;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2028;0;0;16;250;131;117;122;2823;1515;5313;514;9773;9773;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2029;0;0;27;249;123;118;206;2812;1423;5359;517;9800;9800;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2030;0;0;17;258;150;121;130;2914;1735;5495;546;10274;10274;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2031;0;0;22;269;157;143;168;3038;1816;6494;591;11516;11516;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2032;0;0;24;267;170;154;184;3015;1966;6994;615;12159;12159;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2033;0;0;22;274;143;137;168;3094;1654;6222;576;11138;11138;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2034;0;0;19;250;187;148;145;2823;2163;6721;604;11852;11852;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2035;0;0;14;290;144;125;107;3275;1666;5677;573;10725;10725;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2036;0;0;30;255;165;143;229;2880;1909;6494;593;11512;11512;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2037;0;0;30;274;152;132;229;3094;1758;5995;588;11076;11076;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2038;0;0;29;272;155;132;222;3072;1793;5995;588;11082;11082;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2039;0;0;27;296;174;137;206;3343;2013;6222;634;11784;11784;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2040;0;0;18;282;159;152;138;3185;1839;6903;611;12065;12065;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2041;0;0;18;306;153;144;138;3456;1770;6540;621;11904;11904;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2042;0;0;26;276;146;143;199;3117;1689;6494;591;11499;11499;0.0;0.0;0.0;0.0;0.0;0.0;0.0
