Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;15656;990;44;197;138;110;336;2225;1596;4996;489;9153;9662;92.0;417.0;112.0;81.0;88.0;109.0;56.0
2024;15897;1052;57;195;132;113;436;2202;1527;5132;497;9297;9833;93.0;443.0;217.0;155.0;156.0;201.0;65.0
2025;16367;959;36;213;125;108;275;2405;1446;4905;482;9031;9531;96.0;404.0;101.0;75.0;80.0;95.0;38.0
2026;16439;1005;26;206;138;124;199;2326;1596;5631;494;9752;10271;96.0;423.0;96.0;71.0;73.0;92.0;31.0
2027;16900;1063;39;206;115;110;298;2326;1330;4996;470;8950;9497;99.0;448.0;114.0;80.0;81.0;102.0;42.0
2028;16997;1040;34;241;135;115;260;2722;1562;5223;525;9767;10305;100.0;438.0;89.0;64.0;69.0;86.0;35.0
2029;17330;1041;47;233;128;112;359;2631;1481;5086;520;9557;10097;102.0;438.0;85.0;58.0;64.0;79.0;45.0
2030;17526;1064;41;252;155;116;314;2846;1793;5268;564;10221;10772;103.0;448.0;113.0;77.0;79.0;103.0;49.0
2031;17907;1045;36;257;156;136;275;2902;1805;6176;585;11158;11703;105.0;440.0;89.0;60.0;65.0;83.0;30.0
2032;18061;1121;38;260;166;146;291;2936;1920;6630;610;11777;12355;106.0;472.0;91.0;61.0;70.0;85.0;38.0
2033;18310;1174;39;265;141;129;298;2993;1631;5858;574;10780;11381;107.0;494.0;83.0;56.0;61.0;77.0;41.0
2034;18391;1123;44;241;187;137;336;2722;2163;6222;609;11443;12024;108.0;473.0;109.0;80.0;85.0;101.0;48.0
2035;18660;1140;28;277;147;115;214;3128;1700;5223;567;10265;10854;109.0;480.0;77.0;47.0;56.0;70.0;40.0
2036;18684;1120;48;248;167;133;367;2801;1932;6040;596;11140;11722;110.0;472.0;118.0;83.0;87.0;110.0;40.0
2037;18989;1195;45;263;153;130;344;2970;1770;5904;591;10988;11602;111.0;503.0;44.0;27.0;33.0;41.0;33.0
2038;19143;1156;44;269;161;135;336;3038;1862;6131;609;11367;11966;112.0;487.0;123.0;85.0;90.0;112.0;56.0
2039;19495;1169;42;285;176;128;321;3219;2036;5813;631;11389;11995;114.0;492.0;87.0;57.0;60.0;81.0;44.0
2040;19746;1168;35;275;164;137;268;3106;1897;6222;611;11493;12101;116.0;492.0;62.0;42.0;47.0;57.0;42.0
2041;19873;1242;38;293;153;136;291;3309;1770;6176;620;11546;12186;117.0;523.0;123.0;91.0;91.0;114.0;40.0
2042;20293;1148;49;267;143;137;375;3015;1654;6222;596;11266;11868;119.0;483.0;104.0;75.0;79.0;99.0;40.0
