Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;7786;483;23;190;125;109;176;2146;1446;4950;447;8718;8967;46.0;203.0;11.0;6.0;10.0;13.0;14.0
2024;8018;539;30;199;128;113;229;2247;1481;5132;470;9089;9363;47.0;227.0;111.0;81.0;82.0;102.0;31.0
2025;8121;471;27;214;122;107;206;2417;1411;4859;470;8893;9139;48.0;198.0;47.0;33.0;33.0;43.0;16.0
2026;8311;504;18;208;138;125;138;2349;1596;5677;489;9760;10021;49.0;212.0;10.0;6.0;5.0;11.0;16.0
2027;8423;523;24;217;109;116;184;2451;1261;5268;466;9164;9433;49.0;220.0;27.0;17.0;21.0;25.0;19.0
2028;8576;522;23;249;135;118;176;2812;1562;5359;525;9909;10179;50.0;220.0;15.0;8.0;12.0;15.0;17.0
2029;8646;526;37;239;124;117;283;2699;1434;5313;517;9729;10001;51.0;221.0;46.0;34.0;36.0;44.0;21.0
2030;8775;505;27;252;153;119;206;2846;1770;5404;551;10226;10490;51.0;213.0;47.0;30.0;32.0;42.0;19.0
2031;8992;514;25;261;159;140;191;2948;1839;6358;585;11336;11605;53.0;216.0;26.0;17.0;19.0;24.0;14.0
2032;9031;559;39;256;171;153;298;2891;1978;6948;619;12115;12403;53.0;235.0;66.0;41.0;49.0;62.0;24.0
2033;9208;558;31;267;143;132;237;3015;1654;5995;573;10901;11190;54.0;235.0;31.0;17.0;19.0;29.0;18.0
2034;9149;570;29;242;193;145;222;2733;2233;6585;609;11773;12067;54.0;240.0;44.0;30.0;35.0;42.0;24.0
2035;9313;574;22;281;144;124;168;3173;1666;5631;571;10638;10935;55.0;242.0;9.0;0.0;4.0;7.0;21.0
2036;9290;567;38;259;165;138;291;2925;1909;6267;600;11392;11685;54.0;239.0;78.0;59.0;60.0;71.0;23.0
2037;9450;584;35;270;150;131;268;3049;1735;5949;586;11001;11302;55.0;246.0;30.0;21.0;24.0;27.0;14.0
2038;9494;573;38;270;160;134;291;3049;1851;6085;602;11276;11573;56.0;241.0;59.0;41.0;43.0;57.0;30.0
2039;9725;613;34;284;176;136;260;3207;2036;6176;630;11679;11994;57.0;258.0;26.0;16.0;14.0;25.0;22.0
2040;9786;582;28;276;162;148;214;3117;1874;6721;614;11926;12228;57.0;245.0;43.0;31.0;31.0;40.0;26.0
2041;9938;623;32;296;159;139;245;3343;1839;6313;626;11740;12060;58.0;262.0;69.0;48.0;50.0;63.0;26.0
2042;10071;575;39;270;150;138;298;3049;1735;6267;597;11349;11650;59.0;242.0;38.0;25.0;31.0;36.0;21.0
