Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;0;0;17;188;121;107;130;2123;1400;4859;433;8512;8512;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;0;0;14;195;118;113;107;2202;1365;5132;440;8806;8806;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025;0;0;17;215;121;108;130;2428;1400;4905;461;8863;8863;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2026;0;0;11;209;139;125;84;2360;1608;5677;484;9729;9729;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2027;0;0;18;214;111;117;138;2417;1284;5313;460;9152;9152;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2028;0;0;16;251;133;118;122;2835;1538;5359;518;9854;9854;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2029;0;0;27;249;123;118;206;2812;1423;5359;517;9800;9800;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2030;0;0;17;258;150;121;130;2914;1735;5495;546;10274;10274;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2031;0;0;22;269;157;143;168;3038;1816;6494;591;11516;11516;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2032;0;0;24;267;169;154;184;3015;1955;6994;614;12148;12148;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2033;0;0;22;273;144;136;168;3083;1666;6176;575;11093;11093;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2034;0;0;19;248;187;149;145;2801;2163;6767;603;11876;11876;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2035;0;0;14;290;142;125;107;3275;1643;5677;571;10702;10702;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2036;0;0;30;255;164;143;229;2880;1897;6494;592;11500;11500;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2037;0;0;30;274;151;132;229;3094;1747;5995;587;11065;11065;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2038;0;0;29;271;155;131;222;3060;1793;5949;586;11024;11024;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2039;0;0;27;296;175;138;206;3343;2024;6267;636;11840;11840;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2040;0;0;18;285;159;152;138;3219;1839;6903;614;12099;12099;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2041;0;0;18;307;153;144;138;3467;1770;6540;622;11915;11915;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2042;0;0;26;277;148;143;199;3128;1712;6494;594;11533;11533;0.0;0.0;0.0;0.0;0.0;0.0;0.0
