Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;15656;990;44;197;138;110;336;2225;1596;4996;489;9153;9662;92.0;417.0;112.0;81.0;88.0;109.0;56.0
2024;15897;1052;57;195;132;113;436;2202;1527;5132;497;9297;9833;93.0;443.0;217.0;155.0;156.0;201.0;65.0
2025;16366;959;36;213;124;108;275;2405;1434;4905;481;9019;9519;96.0;404.0;101.0;75.0;80.0;95.0;38.0
2026;16442;1004;25;206;137;124;191;2326;1585;5631;492;9733;10252;96.0;423.0;91.0;67.0;69.0;87.0;29.0
2027;16900;1062;38;205;115;110;291;2315;1330;4996;468;8932;9478;99.0;447.0;109.0;77.0;78.0;98.0;41.0
2028;16996;1040;34;241;135;115;260;2722;1562;5223;525;9767;10305;100.0;438.0;83.0;61.0;65.0;81.0;35.0
2029;17331;1036;44;230;129;112;336;2597;1492;5086;515;9511;10049;102.0;436.0;55.0;35.0;44.0;52.0;40.0
2030;17528;1063;41;252;156;116;314;2846;1805;5268;565;10233;10784;103.0;448.0;119.0;80.0;85.0;110.0;50.0
2031;17904;1049;43;256;155;137;329;2891;1793;6222;591;11235;11782;105.0;442.0;131.0;92.0;95.0;122.0;36.0
2032;18061;1127;41;261;165;146;314;2948;1909;6630;613;11801;12381;106.0;474.0;111.0;74.0;84.0;102.0;42.0
2033;18309;1172;36;264;142;128;275;2981;1643;5813;570;10712;11312;107.0;493.0;65.0;42.0;47.0;60.0;39.0
2034;18388;1119;43;239;186;137;329;2699;2152;6222;605;11402;11981;108.0;471.0;116.0;84.0;88.0;107.0;44.0
2035;18664;1134;27;274;146;114;206;3094;1689;5177;561;10166;10752;109.0;477.0;81.0;53.0;59.0;72.0;34.0
2036;18687;1122;51;246;168;132;390;2778;1943;5995;597;11106;11688;110.0;472.0;126.0;89.0;93.0;118.0;43.0
2037;18994;1199;44;263;153;130;336;2970;1770;5904;590;10980;11596;111.0;505.0;40.0;23.0;30.0;39.0;36.0
2038;19148;1152;43;271;158;135;329;3060;1828;6131;607;11348;11945;112.0;485.0;113.0;76.0;84.0;104.0;53.0
2039;19492;1171;47;283;177;128;359;3196;2047;5813;635;11415;12022;114.0;493.0;100.0;66.0;68.0;93.0;47.0
2040;19750;1176;35;275;166;134;268;3106;1920;6085;610;11379;11990;116.0;495.0;69.0;49.0;52.0;62.0;46.0
2041;19868;1237;33;292;155;136;252;3298;1793;6176;616;11519;12157;117.0;521.0;112.0;85.0;84.0;103.0;35.0
2042;20289;1151;50;263;144;137;382;2970;1666;6222;594;11240;11844;119.0;485.0;121.0;87.0;89.0;113.0;41.0
