Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;31439;1941;71;210;154;113;543;2372;1781;5132;548;9828;10829;184.0;817.0;325.0;243.0;246.0;302.0;115.0
2024;31909;2092;93;204;154;114;711;2304;1781;5177;565;9973;11041;187.0;881.0;472.0;346.0;351.0;439.0;144.0
2025;32800;1979;56;203;124;97;428;2293;1434;4405;480;8560;9585;192.0;833.0;200.0;141.0;159.0;192.0;73.0
2026;32950;1959;50;202;138;108;382;2281;1596;4905;498;9164;10182;193.0;825.0;197.0;136.0;147.0;184.0;65.0
2027;33908;2058;53;199;126;107;405;2247;1458;4859;485;8969;10034;199.0;866.0;174.0;120.0;118.0;152.0;89.0
2028;33928;2122;44;229;145;113;336;2586;1677;5132;531;9731;10823;199.0;893.0;145.0;104.0;113.0;138.0;71.0
2029;34808;2081;62;231;128;108;474;2609;1481;4905;529;9469;10549;204.0;876.0;170.0;124.0;133.0;160.0;78.0
2030;35000;2168;59;246;156;105;451;2778;1805;4768;566;9802;10920;205.0;913.0;161.0;104.0;109.0;147.0;83.0
2031;35974;2180;50;247;170;127;382;2789;1966;5768;594;10905;12034;211.0;918.0;192.0;142.0;144.0;179.0;78.0
2032;35989;2188;60;248;156;140;459;2801;1805;6358;604;11423;12555;211.0;921.0;262.0;191.0;195.0;238.0;79.0
2033;36752;2277;57;256;136;123;436;2891;1573;5586;572;10486;11661;216.0;959.0;182.0;126.0;132.0;167.0;73.0
2034;36713;2249;52;228;179;131;398;2575;2071;5949;590;10993;12155;215.0;947.0;136.0;87.0;105.0;128.0;72.0
2035;37360;2300;44;265;155;115;336;2993;1793;5223;579;10345;11532;219.0;968.0;123.0;76.0;92.0;114.0;81.0
2036;37336;2233;74;238;166;126;566;2688;1920;5722;604;10896;12055;219.0;940.0;205.0;139.0;153.0;195.0;84.0
2037;38025;2347;66;255;148;120;505;2880;1712;5450;589;10547;11758;223.0;988.0;176.0;117.0;126.0;162.0;69.0
2038;38180;2287;62;258;165;130;474;2914;1909;5904;615;11201;12388;224.0;963.0;201.0;138.0;150.0;184.0;89.0
2039;39092;2344;60;261;173;123;459;2948;2001;5586;617;10994;12210;229.0;987.0;168.0;108.0;116.0;152.0;85.0
2040;39231;2367;55;273;166;129;421;3083;1920;5858;623;11282;12509;230.0;997.0;192.0;136.0;142.0;179.0;96.0
2041;40021;2456;57;291;156;128;436;3286;1805;5813;632;11340;12609;235.0;1034.0;205.0;148.0;151.0;187.0;87.0
2042;40374;2401;62;243;146;131;474;2744;1689;5949;582;10856;12104;237.0;1011.0;185.0;134.0;141.0;171.0;77.0
