Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;0;0;17;188;121;107;130;2123;1400;4859;433;8512;8512;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;0;0;14;195;118;113;107;2202;1365;5132;440;8806;8806;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025;0;0;17;215;120;108;130;2428;1388;4905;460;8851;8851;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2026;0;0;11;210;139;125;84;2372;1608;5677;485;9741;9741;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2027;0;0;18;214;111;117;138;2417;1284;5313;460;9152;9152;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2028;0;0;16;250;131;119;122;2823;1515;5404;516;9864;9864;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2029;0;0;27;249;123;118;206;2812;1423;5359;517;9800;9800;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2030;0;0;17;259;150;121;130;2925;1735;5495;547;10285;10285;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2031;0;0;22;268;157;142;168;3027;1816;6449;589;11460;11460;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2032;0;0;24;267;169;155;184;3015;1955;7039;615;12193;12193;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2033;0;0;22;275;143;137;168;3106;1654;6222;577;11150;11150;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2034;0;0;19;248;187;148;145;2801;2163;6721;602;11830;11830;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2035;0;0;15;290;143;126;115;3275;1654;5722;574;10766;10766;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2036;0;0;30;256;165;143;229;2891;1909;6494;594;11523;11523;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2037;0;0;30;274;152;133;229;3094;1758;6040;589;11121;11121;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2038;0;0;29;271;156;131;222;3060;1805;5949;587;11036;11036;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2039;0;0;27;296;173;138;206;3343;2001;6267;634;11817;11817;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2040;0;0;18;282;157;152;138;3185;1816;6903;609;12042;12042;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2041;0;0;18;307;154;143;138;3467;1781;6494;622;11880;11880;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2042;0;0;26;276;147;143;199;3117;1700;6494;592;11510;11510;0.0;0.0;0.0;0.0;0.0;0.0;0.0
