Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;15657;989;43;197;138;110;329;2225;1596;4996;488;9146;9654;92.0;416.0;109.0;79.0;85.0;106.0;55.0
2024;15897;1051;56;195;132;113;428;2202;1527;5132;496;9289;9824;93.0;442.0;215.0;155.0;154.0;199.0;64.0
2025;16367;959;36;213;125;108;275;2405;1446;4905;482;9031;9531;96.0;404.0;101.0;75.0;80.0;95.0;38.0
2026;16440;1007;28;206;138;124;214;2326;1596;5631;496;9767;10287;96.0;424.0;102.0;74.0;78.0;98.0;33.0
2027;16901;1061;38;205;114;110;291;2315;1319;4996;467;8921;9467;99.0;447.0;111.0;78.0;79.0;100.0;40.0
2028;16997;1039;33;241;136;115;252;2722;1573;5223;525;9770;10307;100.0;437.0;85.0;61.0;66.0;82.0;34.0
2029;17328;1043;49;232;130;112;375;2620;1504;5086;523;9585;10126;102.0;439.0;90.0;61.0;67.0;83.0;48.0
2030;17527;1062;41;252;154;115;314;2846;1781;5223;562;10164;10714;103.0;447.0;120.0;81.0;85.0;110.0;48.0
2031;17904;1047;37;257;156;137;283;2902;1805;6222;587;11212;11758;105.0;441.0;94.0;65.0;70.0;88.0;32.0
2032;18064;1125;39;261;166;148;298;2948;1920;6721;614;11887;12467;106.0;474.0;89.0;60.0;68.0;83.0;41.0
2033;18306;1168;37;263;140;127;283;2970;1619;5768;567;10640;11239;107.0;492.0;69.0;48.0;51.0;64.0;36.0
2034;18391;1118;42;239;186;138;321;2699;2152;6267;605;11439;12018;108.0;471.0;107.0;77.0;84.0;99.0;44.0
2035;18663;1142;29;276;148;115;222;3117;1712;5223;568;10274;10864;109.0;481.0;87.0;53.0;63.0;79.0;41.0
2036;18690;1122;49;248;168;132;375;2801;1943;5995;597;11114;11696;110.0;472.0;120.0;85.0;88.0;112.0;42.0
2037;18989;1195;44;263;150;130;336;2970;1735;5904;587;10945;11559;111.0;503.0;43.0;27.0;34.0;41.0;34.0
2038;19145;1160;45;269;162;134;344;3038;1874;6085;610;11341;11941;112.0;488.0;124.0;85.0;90.0;113.0;59.0
2039;19497;1171;47;281;178;127;359;3173;2059;5768;633;11359;11966;114.0;493.0;100.0;66.0;67.0;93.0;45.0
2040;19745;1164;33;271;161;138;252;3060;1862;6267;603;11441;12047;116.0;490.0;48.0;31.0;37.0;44.0;37.0
2041;19865;1244;36;298;155;135;275;3365;1793;6131;624;11564;12205;117.0;524.0;129.0;94.0;94.0;117.0;41.0
2042;20283;1151;47;266;151;136;359;3004;1747;6176;600;11286;11890;119.0;485.0;113.0;83.0;87.0;107.0;43.0
