Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;31442;1939;70;209;154;113;535;2360;1781;5132;546;9808;10808;184.0;816.0;322.0;241.0;244.0;299.0;113.0
2024;31910;2090;90;204;155;114;688;2304;1793;5177;563;9962;11029;187.0;880.0;460.0;338.0;342.0;428.0;142.0
2025;32799;1980;57;204;124;97;436;2304;1434;4405;482;8579;9605;192.0;834.0;201.0;141.0;159.0;193.0;75.0
2026;32951;1962;51;201;139;108;390;2270;1608;4905;499;9173;10192;193.0;826.0;208.0;145.0;157.0;195.0;67.0
2027;33909;2060;56;201;122;107;428;2270;1411;4859;486;8968;10034;199.0;867.0;190.0;129.0;126.0;166.0;91.0
2028;33923;2125;49;229;145;111;375;2586;1677;5041;534;9679;10773;199.0;895.0;159.0;112.0;121.0;150.0;75.0
2029;34807;2094;65;230;133;111;497;2597;1538;5041;539;9673;10759;204.0;882.0;196.0;146.0;154.0;183.0;87.0
2030;35000;2172;58;245;158;105;444;2767;1828;4768;566;9807;10926;205.0;914.0;191.0;130.0;131.0;173.0;84.0
2031;35974;2176;50;244;168;127;382;2756;1943;5768;589;10849;11976;211.0;916.0;176.0;127.0;133.0;165.0;73.0
2032;35993;2183;57;246;158;138;436;2778;1828;6267;599;11309;12439;211.0;919.0;220.0;158.0;166.0;203.0;77.0
2033;36743;2277;56;255;139;122;428;2880;1608;5541;572;10457;11631;215.0;959.0;166.0;112.0;119.0;152.0;75.0
2034;36713;2247;52;228;179;128;398;2575;2071;5813;587;10857;12018;215.0;946.0;152.0;101.0;115.0;141.0;69.0
2035;37357;2298;44;265;148;113;336;2993;1712;5132;570;10173;11359;219.0;967.0;129.0;81.0;96.0;119.0;78.0
2036;37343;2234;76;236;162;125;581;2665;1874;5677;599;10797;11957;219.0;941.0;204.0;135.0;153.0;194.0;84.0
2037;38013;2351;66;251;152;120;505;2835;1758;5450;589;10548;11761;223.0;990.0;160.0;109.0;115.0;147.0;72.0
2038;38184;2290;60;258;163;133;459;2914;1885;6040;614;11298;12486;224.0;964.0;196.0;134.0;150.0;180.0;91.0
2039;39091;2343;61;257;176;123;466;2902;2036;5586;617;10990;12205;229.0;986.0;177.0;112.0;123.0;162.0;84.0
2040;39226;2374;57;274;174;134;436;3094;2013;6085;639;11628;12857;230.0;999.0;171.0;121.0;129.0;163.0;102.0
2041;40021;2453;57;291;151;130;436;3286;1747;5904;629;11373;12641;235.0;1033.0;228.0;169.0;172.0;209.0;86.0
2042;40362;2396;61;244;143;130;466;2756;1654;5904;578;10780;12026;237.0;1009.0;196.0;141.0;150.0;182.0;72.0
