Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;AsymtomaticCCRDiscovered
2023;4261;261;23;189;122;107;176;2134;1411;4859;441;8580;8715;25.0;110.0;18.0;8.0
2024;4543;284;26;198;123;114;199;2236;1423;5177;461;9035;9182;27.0;120.0;71.0;22.0
2025;4607;290;22;215;122;108;168;2428;1411;4905;467;8912;9061;27.0;122.0;13.0;11.0
2026;4850;300;17;207;140;126;130;2338;1619;5722;490;9809;9963;28.0;126.0;15.0;14.0
2027;4963;317;20;213;112;115;153;2405;1296;5223;460;9077;9239;29.0;133.0;22.0;11.0
2028;5121;301;17;248;135;117;130;2801;1562;5313;517;9806;9963;30.0;127.0;4.0;6.0
2029;5153;316;32;244;125;118;245;2756;1446;5359;519;9806;9969;30.0;133.0;18.0;17.0
2030;5255;311;23;254;151;123;176;2868;1747;5586;551;10377;10539;31.0;131.0;11.0;13.0
2031;5399;312;28;262;157;139;214;2959;1816;6313;586;11302;11465;32.0;131.0;27.0;11.0
2032;5411;342;32;265;173;152;245;2993;2001;6903;622;12142;12318;32.0;144.0;36.0;16.0
2033;5512;348;27;270;145;134;206;3049;1677;6085;576;11017;11196;32.0;147.0;32.0;13.0
2034;5475;374;29;244;191;146;222;2756;2209;6630;610;11817;12006;32.0;157.0;41.0;18.0
2035;5548;346;21;284;140;126;161;3207;1619;5722;571;10709;10888;33.0;146.0;7.0;14.0
2036;5493;328;33;257;163;139;252;2902;1885;6313;592;11352;11522;32.0;138.0;21.0;13.0
2037;5501;339;36;271;152;131;275;3060;1758;5949;590;11042;11217;32.0;143.0;20.0;13.0
2038;5449;318;36;273;157;131;275;3083;1816;5949;597;11123;11289;32.0;134.0;83.0;22.0
2039;5429;364;34;287;172;136;260;3241;1990;6176;629;11667;11852;32.0;153.0;32.0;13.0
2040;5436;321;23;278;160;145;176;3140;1851;6585;606;11752;11919;32.0;135.0;32.0;15.0
2041;5552;354;23;305;155;140;176;3444;1793;6358;623;11771;11953;33.0;149.0;44.0;13.0
2042;5538;309;30;274;149;140;229;3094;1724;6358;593;11405;11567;32.0;130.0;2.0;10.0
