Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;0;0;17;188;121;107;130;2123;1400;4859;433;8512;8512;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;0;0;14;195;118;113;107;2202;1365;5132;440;8806;8806;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025;0;0;17;215;121;108;130;2428;1400;4905;461;8863;8863;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2026;0;0;11;209;139;125;84;2360;1608;5677;484;9729;9729;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2027;0;0;18;214;111;117;138;2417;1284;5313;460;9152;9152;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2028;0;0;16;251;133;118;122;2835;1538;5359;518;9854;9854;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2029;0;0;27;248;123;118;206;2801;1423;5359;516;9789;9789;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2030;0;0;17;258;150;121;130;2914;1735;5495;546;10274;10274;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2031;0;0;22;268;157;142;168;3027;1816;6449;589;11460;11460;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2032;0;0;24;268;169;154;184;3027;1955;6994;615;12160;12160;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2033;0;0;22;273;143;136;168;3083;1654;6176;574;11081;11081;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2034;0;0;19;249;187;149;145;2812;2163;6767;604;11887;11887;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2035;0;0;14;290;144;125;107;3275;1666;5677;573;10725;10725;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2036;0;0;30;255;164;143;229;2880;1897;6494;592;11500;11500;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2037;0;0;29;274;152;133;222;3094;1758;6040;588;11114;11114;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2038;0;0;29;270;155;132;222;3049;1793;5995;586;11059;11059;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2039;0;0;27;297;175;139;206;3354;2024;6313;638;11897;11897;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2040;0;0;18;284;158;152;138;3207;1828;6903;612;12076;12076;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2041;0;0;18;308;153;143;138;3478;1770;6494;622;11880;11880;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2042;0;0;26;278;147;144;199;3140;1700;6540;595;11579;11579;0.0;0.0;0.0;0.0;0.0;0.0;0.0
