Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;AsymtomaticCCRDiscovered
2023;0;0;17;188;121;107;130;2123;1400;4859;433;8512;8512;0.0;0.0;0.0;0.0
2024;0;0;14;195;118;113;107;2202;1365;5132;440;8806;8806;0.0;0.0;0.0;0.0
2025;0;0;17;215;121;108;130;2428;1400;4905;461;8863;8863;0.0;0.0;0.0;0.0
2026;0;0;11;209;139;125;84;2360;1608;5677;484;9729;9729;0.0;0.0;0.0;0.0
2027;0;0;18;215;111;117;138;2428;1284;5313;461;9163;9163;0.0;0.0;0.0;0.0
2028;0;0;16;250;132;117;122;2823;1527;5313;515;9785;9785;0.0;0.0;0.0;0.0
2029;0;0;27;249;123;118;206;2812;1423;5359;517;9800;9800;0.0;0.0;0.0;0.0
2030;0;0;17;258;151;121;130;2914;1747;5495;547;10286;10286;0.0;0.0;0.0;0.0
2031;0;0;22;268;157;142;168;3027;1816;6449;589;11460;11460;0.0;0.0;0.0;0.0
2032;0;0;24;268;169;155;184;3027;1955;7039;616;12205;12205;0.0;0.0;0.0;0.0
2033;0;0;22;273;144;136;168;3083;1666;6176;575;11093;11093;0.0;0.0;0.0;0.0
2034;0;0;19;248;187;148;145;2801;2163;6721;602;11830;11830;0.0;0.0;0.0;0.0
2035;0;0;14;290;142;125;107;3275;1643;5677;571;10702;10702;0.0;0.0;0.0;0.0
2036;0;0;30;255;164;143;229;2880;1897;6494;592;11500;11500;0.0;0.0;0.0;0.0
2037;0;0;29;275;151;132;222;3106;1747;5995;587;11070;11070;0.0;0.0;0.0;0.0
2038;0;0;29;271;155;131;222;3060;1793;5949;586;11024;11024;0.0;0.0;0.0;0.0
2039;0;0;27;297;175;138;206;3354;2024;6267;637;11851;11851;0.0;0.0;0.0;0.0
2040;0;0;18;286;160;151;138;3230;1851;6858;615;12077;12077;0.0;0.0;0.0;0.0
2041;0;0;18;307;154;144;138;3467;1781;6540;623;11926;11926;0.0;0.0;0.0;0.0
2042;0;0;26;278;151;145;199;3140;1747;6585;600;11671;11671;0.0;0.0;0.0;0.0
