Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;23736;1468;58;200;144;111;444;2259;1666;5041;513;9410;10167;139.0;618.0;190.0;140.0;146.0;181.0;80.0
2024;23835;1557;70;200;141;114;535;2259;1631;5177;525;9602;10398;140.0;656.0;342.0;250.0;255.0;318.0;103.0
2025;24723;1443;38;209;124;104;291;2360;1434;4723;475;8808;9561;145.0;608.0;118.0;86.0;92.0;113.0;47.0
2026;24629;1508;37;203;139;124;283;2293;1608;5631;503;9815;10594;144.0;635.0;108.0;75.0;80.0;104.0;52.0
2027;25530;1602;47;200;124;113;359;2259;1434;5132;484;9184;10008;150.0;674.0;152.0;108.0;111.0;136.0;72.0
2028;25406;1569;44;236;140;108;336;2665;1619;4905;528;9525;10335;149.0;661.0;118.0;84.0;87.0;112.0;54.0
2029;26139;1579;51;234;137;110;390;2643;1585;4996;532;9614;10432;153.0;665.0;87.0;51.0;63.0;76.0;69.0
2030;26234;1588;50;243;155;109;382;2744;1793;4950;557;9869;10692;154.0;669.0;192.0;138.0;144.0;179.0;61.0
2031;27023;1644;49;258;163;137;375;2914;1885;6222;607;11396;12246;158.0;692.0;156.0;116.0;119.0;148.0;64.0
2032;26956;1653;52;248;164;140;398;2801;1897;6358;604;11454;12308;158.0;696.0;175.0;117.0;123.0;159.0;64.0
2033;27582;1717;46;257;135;126;352;2902;1562;5722;564;10538;11423;162.0;723.0;115.0;77.0;87.0;108.0;56.0
2034;27525;1666;50;238;179;135;382;2688;2071;6131;602;11272;12134;161.0;701.0;119.0;77.0;92.0;112.0;61.0
2035;28040;1723;35;275;152;116;268;3106;1758;5268;578;10400;11289;164.0;725.0;88.0;56.0;64.0;79.0;66.0
2036;27934;1656;64;236;160;129;489;2665;1851;5858;589;10863;11724;164.0;697.0;196.0;142.0;145.0;185.0;61.0
2037;28531;1787;61;258;146;125;466;2914;1689;5677;590;10746;11665;167.0;752.0;164.0;108.0;118.0;151.0;53.0
2038;28606;1712;47;259;170;133;359;2925;1966;6040;609;11290;12179;168.0;721.0;116.0;74.0;85.0;107.0;70.0
2039;29320;1779;47;266;176;125;359;3004;2036;5677;614;11076;11997;172.0;749.0;79.0;50.0;48.0;69.0;54.0
2040;29445;1746;48;275;163;132;367;3106;1885;5995;618;11353;12261;173.0;735.0;136.0;96.0;99.0;127.0;72.0
2041;29957;1867;50;290;154;135;382;3275;1781;6131;629;11569;12531;176.0;786.0;187.0;133.0;134.0;170.0;70.0
2042;30257;1782;56;257;147;132;428;2902;1700;5995;592;11025;11952;177.0;750.0;153.0;109.0;121.0;144.0;58.0
