Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;15657;989;43;197;138;110;329;2225;1596;4996;488;9146;9654;92.0;416.0;110.0;80.0;86.0;107.0;55.0
2024;15897;1052;57;195;132;113;436;2202;1527;5132;497;9297;9833;93.0;443.0;217.0;155.0;156.0;201.0;65.0
2025;16367;960;38;213;124;108;291;2405;1434;4905;483;9035;9535;96.0;404.0;101.0;74.0;81.0;96.0;39.0
2026;16439;1005;26;206;138;124;199;2326;1596;5631;494;9752;10271;96.0;423.0;96.0;71.0;73.0;92.0;31.0
2027;16900;1063;38;206;116;110;291;2326;1342;4996;470;8955;9502;99.0;448.0;114.0;81.0;81.0;102.0;42.0
2028;16996;1037;34;241;134;115;260;2722;1550;5223;524;9755;10292;100.0;437.0;87.0;62.0;65.0;83.0;33.0
2029;17331;1040;46;233;128;112;352;2631;1481;5086;519;9550;10090;102.0;438.0;69.0;47.0;53.0;64.0;44.0
2030;17526;1063;43;251;156;115;329;2835;1805;5223;565;10192;10743;103.0;448.0;124.0;84.0;89.0;115.0;51.0
2031;17908;1048;40;256;155;136;306;2891;1793;6176;587;11166;11712;105.0;441.0;119.0;82.0;87.0;111.0;33.0
2032;18065;1126;39;261;166;148;298;2948;1920;6721;614;11887;12467;106.0;474.0;101.0;68.0;76.0;93.0;41.0
2033;18315;1173;38;263;142;128;291;2970;1643;5813;571;10717;11318;107.0;494.0;76.0;50.0;55.0;70.0;39.0
2034;18390;1117;42;237;186;138;321;2676;2152;6267;603;11416;11994;108.0;470.0;98.0;72.0;76.0;90.0;43.0
2035;18661;1139;27;277;145;114;206;3128;1677;5177;563;10188;10777;109.0;480.0;85.0;54.0;63.0;77.0;38.0
2036;18685;1122;49;249;168;133;375;2812;1943;6040;599;11170;11752;110.0;472.0;121.0;85.0;89.0;113.0;42.0
2037;18991;1197;44;265;152;130;336;2993;1758;5904;591;10991;11606;111.0;504.0;39.0;23.0;28.0;37.0;35.0
2038;19151;1152;42;268;161;133;321;3027;1862;6040;604;11250;11847;112.0;485.0;114.0;76.0;83.0;103.0;53.0
2039;19499;1172;46;284;178;126;352;3207;2059;5722;634;11340;11947;114.0;493.0;89.0;59.0;62.0;84.0;46.0
2040;19744;1172;34;276;165;139;260;3117;1909;6313;614;11599;12208;116.0;493.0;57.0;39.0;44.0;52.0;43.0
2041;19873;1240;35;293;154;136;268;3309;1781;6176;618;11534;12173;117.0;522.0;130.0;99.0;95.0;118.0;39.0
2042;20286;1155;51;268;148;138;390;3027;1712;6267;605;11396;12001;119.0;486.0;122.0;88.0;93.0;116.0;43.0
