Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;AsymtomaticCCRDiscovered
2023;4261;261;23;189;122;107;176;2134;1411;4859;441;8580;8715;25.0;110.0;18.0;8.0
2024;4544;283;26;198;122;114;199;2236;1411;5177;460;9023;9169;27.0;119.0;66.0;21.0
2025;4607;290;22;215;123;108;168;2428;1423;4905;468;8924;9073;27.0;122.0;13.0;11.0
2026;4850;300;16;206;141;126;122;2326;1631;5722;489;9801;9955;28.0;126.0;14.0;14.0
2027;4962;316;20;213;112;115;153;2405;1296;5223;460;9077;9239;29.0;133.0;22.0;11.0
2028;5120;301;17;247;136;115;130;2789;1573;5223;515;9715;9872;30.0;127.0;4.0;6.0
2029;5152;317;33;244;125;118;252;2756;1446;5359;520;9813;9976;30.0;133.0;22.0;18.0
2030;5255;311;23;254;152;123;176;2868;1758;5586;552;10388;10550;31.0;131.0;11.0;13.0
2031;5400;313;28;263;157;139;214;2970;1816;6313;587;11313;11477;32.0;132.0;27.0;11.0
2032;5410;343;33;264;174;152;252;2981;2013;6903;623;12149;12325;32.0;144.0;39.0;17.0
2033;5513;348;27;269;145;133;206;3038;1677;6040;574;10961;11140;32.0;147.0;32.0;13.0
2034;5472;379;29;246;193;145;222;2778;2233;6585;613;11818;12010;32.0;160.0;42.0;21.0
2035;5545;347;21;284;141;126;161;3207;1631;5722;572;10721;10900;33.0;146.0;16.0;15.0
2036;5492;330;35;254;163;139;268;2868;1885;6313;591;11334;11505;32.0;139.0;34.0;14.0
2037;5501;338;33;271;152;130;252;3060;1758;5904;586;10974;11148;32.0;142.0;11.0;12.0
2038;5445;316;35;273;155;132;268;3083;1793;5995;595;11139;11304;32.0;133.0;72.0;20.0
2039;5433;363;33;284;174;133;252;3207;2013;6040;624;11512;11697;32.0;153.0;31.0;12.0
2040;5435;320;22;283;160;146;168;3196;1851;6630;611;11845;12012;32.0;135.0;30.0;14.0
2041;5556;358;25;307;154;140;191;3467;1781;6358;626;11797;11981;33.0;151.0;53.0;16.0
2042;5540;310;30;274;149;143;229;3094;1724;6494;596;11541;11704;32.0;131.0;3.0;11.0
