Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;15656;990;44;197;138;110;336;2225;1596;4996;489;9153;9662;92.0;417.0;112.0;81.0;88.0;109.0;56.0
2024;15897;1051;57;195;131;113;436;2202;1515;5132;496;9285;9820;93.0;442.0;212.0;151.0;152.0;196.0;64.0
2025;16368;959;37;213;124;108;283;2405;1434;4905;482;9027;9527;96.0;404.0;109.0;80.0;85.0;102.0;38.0
2026;16442;1005;24;206;139;124;184;2326;1608;5631;493;9749;10268;96.0;423.0;90.0;66.0;68.0;86.0;30.0
2027;16902;1059;37;204;114;110;283;2304;1319;4996;465;8902;9447;99.0;446.0;96.0;67.0;68.0;85.0;38.0
2028;16998;1038;34;242;134;115;260;2733;1550;5223;525;9766;10303;100.0;437.0;92.0;67.0;72.0;89.0;33.0
2029;17330;1036;45;230;128;112;344;2597;1481;5086;515;9508;10046;102.0;436.0;61.0;42.0;49.0;58.0;41.0
2030;17524;1067;43;252;157;116;329;2846;1816;5268;568;10259;10811;103.0;449.0;122.0;83.0;86.0;112.0;54.0
2031;17901;1051;41;257;158;137;314;2902;1828;6222;593;11266;11813;105.0;442.0;125.0;85.0;90.0;116.0;37.0
2032;18061;1122;39;260;164;149;298;2936;1897;6767;612;11898;12476;106.0;472.0;99.0;67.0;76.0;92.0;38.0
2033;18317;1175;39;265;141;126;298;2993;1631;5722;571;10644;11246;107.0;495.0;92.0;63.0;67.0;85.0;40.0
2034;18391;1116;43;239;184;138;329;2699;2128;6267;604;11423;12001;108.0;470.0;102.0;73.0;80.0;95.0;43.0
2035;18664;1137;27;275;146;116;206;3106;1689;5268;564;10269;10857;109.0;479.0;78.0;49.0;58.0;71.0;37.0
2036;18690;1123;48;248;170;133;367;2801;1966;6040;599;11174;11757;110.0;473.0;109.0;77.0;79.0;101.0;42.0
2037;18986;1198;45;262;153;130;344;2959;1770;5904;590;10977;11592;111.0;504.0;40.0;24.0;29.0;38.0;36.0
2038;19144;1156;46;268;161;134;352;3027;1862;6085;609;11326;11925;112.0;487.0;133.0;90.0;97.0;122.0;56.0
2039;19488;1168;42;283;179;128;321;3196;2071;5813;632;11401;12007;114.0;492.0;84.0;60.0;59.0;79.0;43.0
2040;19751;1174;35;273;166;137;268;3083;1920;6222;611;11493;12103;116.0;494.0;67.0;47.0;51.0;61.0;45.0
2041;19864;1245;38;294;155;135;291;3320;1793;6131;622;11535;12176;117.0;524.0;135.0;98.0;99.0;124.0;42.0
2042;20285;1149;46;268;145;136;352;3027;1677;6176;595;11232;11835;119.0;484.0;104.0;76.0;79.0;98.0;38.0
