Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;31442;1939;70;209;154;113;535;2360;1781;5132;546;9808;10808;184.0;816.0;322.0;241.0;244.0;299.0;113.0
2024;31909;2091;90;205;155;114;688;2315;1793;5177;564;9973;11040;187.0;880.0;461.0;339.0;343.0;429.0;143.0
2025;32800;1980;57;204;124;97;436;2304;1434;4405;482;8579;9605;192.0;834.0;201.0;141.0;159.0;193.0;75.0
2026;32950;1962;51;201;140;108;390;2270;1619;4905;500;9184;10203;193.0;826.0;200.0;137.0;149.0;187.0;67.0
2027;33905;2061;54;200;126;108;413;2259;1458;4905;488;9035;10102;199.0;868.0;174.0;120.0;116.0;151.0;92.0
2028;33922;2125;49;228;144;113;375;2575;1666;5132;534;9748;10842;199.0;895.0;168.0;121.0;129.0;159.0;75.0
2029;34808;2091;64;231;130;110;489;2609;1504;4996;535;9598;10682;204.0;880.0;201.0;149.0;157.0;188.0;83.0
2030;35003;2163;54;245;154;107;413;2767;1781;4859;560;9820;10936;205.0;911.0;127.0;81.0;87.0;117.0;78.0
2031;35973;2175;53;242;168;126;405;2733;1943;5722;589;10803;11930;211.0;916.0;184.0;134.0;139.0;173.0;74.0
2032;35996;2191;61;246;161;139;466;2778;1862;6313;607;11419;12552;211.0;922.0;271.0;196.0;204.0;247.0;82.0
2033;36748;2279;55;258;140;122;421;2914;1619;5541;575;10495;11670;216.0;959.0;171.0;116.0;123.0;157.0;75.0
2034;36707;2249;54;230;177;128;413;2597;2047;5813;589;10870;12032;215.0;947.0;157.0;105.0;118.0;147.0;71.0
2035;37353;2299;44;263;150;116;336;2970;1735;5268;573;10309;11496;219.0;968.0;116.0;66.0;84.0;106.0;79.0
2036;37345;2227;72;235;164;124;551;2654;1897;5631;595;10733;11890;219.0;938.0;201.0;137.0;149.0;189.0;77.0
2037;38020;2348;65;252;148;119;497;2846;1712;5404;584;10459;11671;223.0;989.0;186.0;126.0;137.0;174.0;71.0
2038;38183;2297;64;259;164;133;489;2925;1897;6040;620;11351;12542;224.0;967.0;208.0;142.0;157.0;192.0;96.0
2039;39090;2340;58;261;176;124;444;2948;2036;5631;619;11059;12273;229.0;985.0;146.0;96.0;100.0;132.0;84.0
2040;39230;2370;53;276;169;130;405;3117;1955;5904;628;11381;12609;230.0;998.0;187.0;133.0;138.0;176.0;96.0
2041;40019;2449;59;285;151;130;451;3219;1747;5904;625;11321;12587;235.0;1031.0;214.0;155.0;155.0;195.0;84.0
2042;40374;2393;56;244;148;130;428;2756;1712;5904;578;10800;12044;237.0;1007.0;160.0;116.0;126.0;148.0;70.0
