Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;31440;1941;71;210;154;113;543;2372;1781;5132;548;9828;10829;184.0;817.0;324.0;242.0;246.0;301.0;115.0
2024;31904;2096;94;206;155;114;719;2326;1793;5177;569;10015;11084;187.0;882.0;476.0;348.0;354.0;443.0;148.0
2025;32799;1980;56;204;124;97;428;2304;1434;4405;481;8571;9597;192.0;834.0;200.0;141.0;158.0;192.0;74.0
2026;32951;1958;48;200;139;108;367;2259;1608;4905;495;9139;10156;193.0;824.0;197.0;138.0;148.0;184.0;63.0
2027;33909;2056;55;198;122;107;421;2236;1411;4859;482;8927;9992;199.0;866.0;185.0;127.0;125.0;162.0;87.0
2028;33926;2123;47;227;145;111;359;2564;1677;5041;530;9641;10734;199.0;894.0;144.0;103.0;111.0;138.0;72.0
2029;34811;2087;59;233;132;108;451;2631;1527;4905;532;9514;10597;204.0;879.0;171.0;127.0;134.0;159.0;81.0
2030;35002;2169;56;245;157;107;428;2767;1816;4859;565;9870;10988;205.0;913.0;156.0;102.0;108.0;144.0;83.0
2031;35973;2183;54;242;170;127;413;2733;1966;5768;593;10880;12010;211.0;919.0;191.0;139.0;143.0;179.0;79.0
2032;35991;2193;62;249;159;137;474;2812;1839;6222;607;11347;12481;211.0;923.0;283.0;204.0;211.0;257.0;84.0
2033;36748;2276;58;253;136;123;444;2857;1573;5586;570;10460;11634;216.0;958.0;186.0;128.0;135.0;171.0;72.0
2034;36708;2241;48;226;176;129;367;2552;2036;5858;579;10813;11971;215.0;943.0;89.0;54.0;71.0;86.0;62.0
2035;37357;2304;44;269;156;114;336;3038;1805;5177;583;10356;11545;219.0;970.0;120.0;71.0;87.0;110.0;84.0
2036;37341;2230;71;237;167;124;543;2676;1932;5631;599;10782;11940;219.0;939.0;214.0;146.0;159.0;201.0;81.0
2037;38025;2351;68;252;148;121;520;2846;1712;5495;589;10573;11786;223.0;990.0;181.0;125.0;135.0;170.0;73.0
2038;38176;2298;66;260;165;132;505;2936;1909;5995;623;11345;12536;224.0;967.0;223.0;155.0;168.0;205.0;97.0
2039;39092;2345;58;261;174;123;444;2948;2013;5586;616;10991;12207;229.0;987.0;169.0;107.0;117.0;152.0;85.0
2040;39221;2367;53;274;168;131;405;3094;1943;5949;626;11391;12618;230.0;997.0;170.0;120.0;124.0;159.0;95.0
2041;40021;2454;57;292;151;129;436;3298;1747;5858;629;11339;12607;235.0;1033.0;222.0;162.0;163.0;202.0;83.0
2042;40372;2395;60;243;145;132;459;2744;1677;5995;580;10875;12120;237.0;1008.0;170.0;121.0;131.0;159.0;71.0
