Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;7787;482;22;190;125;109;168;2146;1446;4950;446;8710;8959;46.0;203.0;9.0;5.0;8.0;11.0;13.0
2024;8020;537;28;199;128;113;214;2247;1481;5132;468;9074;9347;47.0;226.0;105.0;78.0;77.0;96.0;29.0
2025;8122;472;28;214;123;106;214;2417;1423;4814;471;8868;9115;48.0;199.0;54.0;38.0;38.0;49.0;17.0
2026;8311;505;19;209;138;125;145;2360;1596;5677;491;9778;10040;49.0;213.0;12.0;7.0;7.0;13.0;17.0
2027;8424;523;24;216;110;117;184;2439;1272;5313;467;9208;9477;49.0;220.0;27.0;17.0;21.0;25.0;19.0
2028;8574;524;25;248;135;117;191;2801;1562;5313;525;9867;10138;50.0;221.0;17.0;7.0;11.0;16.0;19.0
2029;8646;524;35;240;124;117;268;2710;1434;5313;516;9725;9997;51.0;221.0;19.0;12.0;17.0;20.0;20.0
2030;8776;503;25;255;152;120;191;2880;1758;5450;552;10279;10542;51.0;212.0;42.0;28.0;32.0;40.0;18.0
2031;8993;516;27;261;160;140;206;2948;1851;6358;588;11363;11633;53.0;217.0;41.0;29.0;30.0;38.0;16.0
2032;9032;560;40;256;171;155;306;2891;1978;7039;622;12214;12503;53.0;236.0;75.0;47.0;54.0;69.0;24.0
2033;9211;559;30;266;144;135;229;3004;1666;6131;575;11030;11319;54.0;235.0;25.0;12.0;14.0;23.0;18.0
2034;9148;567;27;242;193;144;206;2733;2233;6540;606;11712;12005;54.0;239.0;27.0;17.0;23.0;26.0;21.0
2035;9315;572;22;282;142;123;168;3185;1643;5586;569;10582;10878;55.0;241.0;16.0;6.0;10.0;14.0;19.0
2036;9284;567;41;259;166;138;314;2925;1920;6267;604;11426;11719;54.0;239.0;76.0;57.0;57.0;70.0;24.0
2037;9448;584;34;269;150;131;260;3038;1735;5949;584;10982;11283;55.0;246.0;30.0;19.0;21.0;25.0;14.0
2038;9494;571;35;271;159;134;268;3060;1839;6085;599;11252;11548;56.0;240.0;51.0;36.0;38.0;49.0;28.0
2039;9725;614;34;283;173;136;260;3196;2001;6176;626;11633;11948;57.0;258.0;24.0;14.0;14.0;24.0;23.0
2040;9786;582;28;277;162;145;214;3128;1874;6585;612;11801;12103;57.0;245.0;42.0;29.0;31.0;39.0;26.0
2041;9935;624;29;297;160;140;222;3354;1851;6358;626;11785;12106;58.0;263.0;51.0;35.0;34.0;45.0;27.0
2042;10075;577;39;270;152;137;298;3049;1758;6222;598;11327;11629;59.0;243.0;55.0;39.0;43.0;52.0;23.0
