Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13310;825;0;309296;5145;0;0;0;433.0;0.0;17.0;188.0;121.0;107.0;0.0;0.0;0.0;0.0;0.0
2024;1135317;13204;1293;0;315832;4712;0;0;0;440.0;0.0;14.0;195.0;118.0;113.0;0.0;0.0;0.0;0.0;0.0
2025;1147228;13779;2028;0;321260;4752;0;0;0;460.0;0.0;17.0;215.0;120.0;108.0;0.0;0.0;0.0;0.0;0.0
2026;1158979;14298;2995;0;326570;4788;0;0;0;485.0;0.0;11.0;210.0;139.0;125.0;0.0;0.0;0.0;0.0;0.0
2027;1170282;12697;3882;0;331596;4822;0;0;0;460.0;0.0;18.0;214.0;111.0;117.0;0.0;0.0;0.0;0.0;0.0
2028;1179097;14404;5036;0;336517;4891;0;0;0;516.0;0.0;16.0;250.0;131.0;119.0;0.0;0.0;0.0;0.0;0.0
2029;1188465;13487;5849;0;341996;4920;0;0;0;517.0;0.0;27.0;249.0;123.0;118.0;0.0;0.0;0.0;0.0;0.0
2030;1196103;14733;6475;0;347656;4940;0;0;0;547.0;0.0;17.0;259.0;150.0;121.0;0.0;0.0;0.0;0.0;0.0
2031;1204361;14287;6903;0;353189;4931;0;0;0;589.0;0.0;22.0;268.0;157.0;142.0;0.0;0.0;0.0;0.0;0.0
2032;1211745;14246;7378;0;357131;4881;0;0;0;615.0;0.0;24.0;267.0;169.0;155.0;0.0;0.0;0.0;0.0;0.0
2033;1218613;13581;7880;0;360471;4784;0;0;0;577.0;0.0;22.0;275.0;143.0;137.0;0.0;0.0;0.0;0.0;0.0
2034;1224314;14317;8473;0;363611;4744;0;0;0;602.0;0.0;19.0;248.0;187.0;148.0;0.0;0.0;0.0;0.0;0.0
2035;1230158;13267;9078;0;366729;4706;0;0;0;574.0;0.0;15.0;290.0;143.0;126.0;0.0;0.0;0.0;0.0;0.0
2036;1234347;14282;10034;0;370312;4691;0;0;0;594.0;0.0;30.0;256.0;165.0;143.0;0.0;0.0;0.0;0.0;0.0
2037;1238595;13683;10995;0;374401;4660;0;0;0;589.0;0.0;30.0;274.0;152.0;133.0;0.0;0.0;0.0;0.0;0.0
2038;1241283;13903;11575;0;379079;4646;0;0;0;587.0;0.0;29.0;271.0;156.0;131.0;0.0;0.0;0.0;0.0;0.0
2039;1243611;14207;11966;0;384334;4650;0;0;0;634.0;0.0;27.0;296.0;173.0;138.0;0.0;0.0;0.0;0.0;0.0
2040;1245852;13341;12522;0;389545;4613;0;0;0;609.0;0.0;18.0;282.0;157.0;152.0;0.0;0.0;0.0;0.0;0.0
2041;1246671;14918;12839;0;394890;4621;0;0;0;622.0;0.0;18.0;307.0;154.0;143.0;0.0;0.0;0.0;0.0;0.0
2042;1248750;14220;13278;0;400071;4588;0;0;0;592.0;0.0;26.0;276.0;147.0;143.0;0.0;0.0;0.0;0.0;0.0
