Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;31441;1940;70;210;154;113;535;2372;1781;5132;547;9820;10821;184.0;817.0;322.0;241.0;243.0;299.0;114.0
2024;31907;2094;92;206;155;114;704;2326;1793;5177;567;10000;11069;187.0;882.0;466.0;342.0;347.0;434.0;146.0
2025;32800;1979;56;204;123;97;428;2304;1423;4405;480;8560;9585;192.0;833.0;198.0;139.0;157.0;190.0;73.0
2026;32949;1960;49;200;140;108;375;2259;1619;4905;497;9158;10176;193.0;825.0;200.0;139.0;150.0;187.0;65.0
2027;33908;2059;54;200;124;107;413;2259;1434;4859;485;8965;10031;199.0;867.0;176.0;120.0;119.0;153.0;90.0
2028;33924;2127;52;228;143;111;398;2575;1654;5041;534;9668;10762;199.0;895.0;165.0;116.0;125.0;156.0;75.0
2029;34810;2087;63;232;131;110;482;2620;1515;4996;536;9613;10696;204.0;879.0;185.0;138.0;146.0;174.0;82.0
2030;34997;2174;58;244;157;108;444;2756;1816;4905;567;9921;11041;205.0;915.0;178.0;119.0;124.0;162.0;86.0
2031;35980;2180;50;244;170;127;382;2756;1966;5768;591;10872;12001;211.0;918.0;185.0;137.0;138.0;173.0;75.0
2032;35984;2187;57;249;157;137;436;2812;1816;6222;600;11286;12418;211.0;921.0;250.0;182.0;189.0;228.0;78.0
2033;36750;2277;58;255;136;123;444;2880;1573;5586;572;10483;11658;216.0;959.0;188.0;130.0;135.0;172.0;74.0
2034;36709;2249;51;229;178;128;390;2586;2059;5813;586;10848;12010;215.0;947.0;122.0;75.0;93.0;115.0;69.0
2035;37359;2296;43;266;148;114;329;3004;1712;5177;571;10222;11408;219.0;967.0;133.0;81.0;100.0;123.0;76.0
2036;37340;2232;70;238;164;126;535;2688;1897;5722;598;10842;12001;219.0;940.0;193.0;131.0;143.0;182.0;80.0
2037;38022;2354;66;255;154;120;505;2880;1781;5450;595;10616;11830;223.0;991.0;181.0;125.0;131.0;167.0;75.0
2038;38182;2297;64;259;167;131;489;2925;1932;5949;621;11295;12486;224.0;967.0;209.0;147.0;158.0;192.0;96.0
2039;39093;2340;55;260;176;124;421;2936;2036;5631;615;11024;12238;229.0;985.0;137.0;86.0;94.0;125.0;83.0
2040;39220;2363;54;272;166;133;413;3072;1920;6040;625;11445;12670;230.0;995.0;177.0;124.0;130.0;167.0;91.0
2041;40030;2452;58;292;150;130;444;3298;1735;5904;630;11381;12648;235.0;1032.0;231.0;170.0;171.0;210.0;82.0
2042;40367;2397;59;243;148;131;451;2744;1712;5949;581;10856;12102;237.0;1009.0;147.0;105.0;116.0;137.0;73.0
