Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;0;0;17;188;121;107;130;2123;1400;4859;433;8512;8512;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;0;0;14;195;118;113;107;2202;1365;5132;440;8806;8806;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025;0;0;17;215;121;108;130;2428;1400;4905;461;8863;8863;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2026;0;0;11;209;139;125;84;2360;1608;5677;484;9729;9729;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2027;0;0;18;214;111;117;138;2417;1284;5313;460;9152;9152;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2028;0;0;16;251;131;118;122;2835;1515;5359;516;9831;9831;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2029;0;0;27;249;123;118;206;2812;1423;5359;517;9800;9800;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2030;0;0;17;258;150;121;130;2914;1735;5495;546;10274;10274;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2031;0;0;22;268;157;142;168;3027;1816;6449;589;11460;11460;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2032;0;0;24;267;169;155;184;3015;1955;7039;615;12193;12193;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2033;0;0;22;273;143;137;168;3083;1654;6222;575;11127;11127;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2034;0;0;19;248;187;149;145;2801;2163;6767;603;11876;11876;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2035;0;0;15;290;143;126;115;3275;1654;5722;574;10766;10766;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2036;0;0;30;254;165;143;229;2868;1909;6494;592;11500;11500;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2037;0;0;30;274;151;133;229;3094;1747;6040;588;11110;11110;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2038;0;0;29;271;156;131;222;3060;1805;5949;587;11036;11036;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2039;0;0;27;296;175;138;206;3343;2024;6267;636;11840;11840;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2040;0;0;18;282;158;152;138;3185;1828;6903;610;12054;12054;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2041;0;0;18;307;156;143;138;3467;1805;6494;624;11904;11904;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2042;0;0;26;277;147;143;199;3128;1700;6494;593;11521;11521;0.0;0.0;0.0;0.0;0.0;0.0;0.0
