Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;31440;1940;70;210;154;113;535;2372;1781;5132;547;9820;10821;184.0;817.0;322.0;241.0;244.0;299.0;114.0
2024;31909;2091;91;205;154;114;696;2315;1781;5177;564;9969;11036;187.0;880.0;459.0;337.0;341.0;426.0;143.0
2025;32801;1979;57;203;124;97;436;2293;1434;4405;481;8568;9593;192.0;833.0;201.0;141.0;159.0;193.0;73.0
2026;32950;1962;51;200;140;108;390;2259;1619;4905;499;9173;10192;193.0;826.0;214.0;149.0;161.0;201.0;67.0
2027;33910;2057;54;199;123;107;413;2247;1423;4859;483;8942;10007;199.0;866.0;182.0;126.0;123.0;159.0;88.0
2028;33924;2127;49;229;144;111;375;2586;1666;5041;533;9668;10762;199.0;895.0;161.0;114.0;122.0;152.0;75.0
2029;34814;2089;60;233;132;108;459;2631;1527;4905;533;9522;10605;204.0;879.0;186.0;138.0;146.0;172.0;81.0
2030;34996;2166;59;245;155;107;451;2767;1793;4859;566;9870;10987;205.0;912.0;172.0;113.0;117.0;156.0;82.0
2031;35974;2184;53;244;170;127;405;2756;1966;5768;594;10895;12025;211.0;919.0;186.0;136.0;138.0;175.0;79.0
2032;35992;2182;56;247;159;136;428;2789;1839;6176;598;11232;12362;211.0;919.0;231.0;169.0;176.0;212.0;75.0
2033;36745;2281;58;255;138;122;444;2880;1596;5541;573;10461;11637;216.0;960.0;194.0;132.0;139.0;177.0;77.0
2034;36706;2251;54;233;177;128;413;2631;2047;5813;592;10904;12067;215.0;948.0;163.0;105.0;123.0;151.0;75.0
2035;37357;2295;41;267;149;113;314;3015;1724;5132;570;10185;11370;219.0;966.0;121.0;75.0;92.0;113.0;76.0
2036;37339;2233;75;237;165;125;574;2676;1909;5677;602;10836;11995;219.0;940.0;210.0;142.0;157.0;200.0;83.0
2037;38023;2354;69;255;151;120;528;2880;1747;5450;595;10605;11819;223.0;991.0;188.0;126.0;136.0;174.0;77.0
2038;38172;2291;64;258;165;130;489;2914;1909;5904;617;11216;12405;224.0;965.0;194.0;134.0;146.0;179.0;93.0
2039;39098;2335;55;259;172;126;421;2925;1990;5722;612;11058;12270;229.0;983.0;143.0;94.0;97.0;129.0;76.0
2040;39213;2370;53;279;168;134;405;3151;1943;6085;634;11584;12812;230.0;998.0;191.0;136.0;140.0;178.0;97.0
2041;40019;2452;60;290;151;129;459;3275;1747;5858;630;11339;12606;235.0;1032.0;216.0;154.0;157.0;198.0;86.0
2042;40379;2399;61;246;147;133;466;2778;1700;6040;587;10984;12231;237.0;1010.0;165.0;116.0;130.0;155.0;74.0
