Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;15657;989;43;197;138;110;329;2225;1596;4996;488;9146;9654;92.0;416.0;110.0;80.0;86.0;107.0;55.0
2024;15899;1050;55;195;132;113;421;2202;1527;5132;495;9282;9817;93.0;442.0;210.0;150.0;150.0;194.0;63.0
2025;16368;959;36;213;124;108;275;2405;1434;4905;481;9019;9519;96.0;404.0;99.0;73.0;79.0;93.0;38.0
2026;16438;1006;28;207;138;124;214;2338;1596;5631;497;9779;10299;96.0;424.0;103.0;76.0;79.0;99.0;33.0
2027;16900;1063;39;205;116;110;298;2315;1342;4996;470;8951;9498;99.0;448.0;113.0;80.0;81.0;102.0;42.0
2028;16994;1042;36;241;134;116;275;2722;1550;5268;527;9815;10354;100.0;439.0;97.0;69.0;72.0;92.0;37.0
2029;17332;1041;48;232;127;112;367;2620;1469;5086;519;9542;10082;102.0;438.0;77.0;51.0;58.0;71.0;45.0
2030;17522;1060;41;254;153;115;314;2868;1770;5223;563;10175;10724;103.0;446.0;120.0;82.0;85.0;110.0;48.0
2031;17905;1052;39;258;157;136;298;2914;1816;6176;590;11204;11752;105.0;443.0;112.0;78.0;82.0;105.0;36.0
2032;18061;1126;40;261;165;148;306;2948;1909;6721;614;11884;12464;106.0;474.0;91.0;59.0;69.0;85.0;41.0
2033;18316;1170;38;264;140;126;291;2981;1619;5722;568;10613;11213;107.0;493.0;85.0;57.0;62.0;78.0;36.0
2034;18390;1119;43;239;186;137;329;2699;2152;6222;605;11402;11981;108.0;471.0;106.0;76.0;83.0;98.0;45.0
2035;18663;1139;28;276;146;116;214;3117;1689;5268;566;10288;10877;109.0;480.0;78.0;49.0;58.0;71.0;38.0
2036;18682;1124;48;250;170;133;367;2823;1966;6040;601;11196;11779;110.0;473.0;121.0;88.0;89.0;113.0;44.0
2037;18991;1196;44;261;152;130;336;2948;1758;5904;587;10946;11561;111.0;504.0;36.0;21.0;26.0;34.0;34.0
2038;19156;1151;41;266;162;133;314;3004;1874;6040;602;11232;11829;112.0;485.0;106.0;71.0;77.0;96.0;51.0
2039;19497;1171;45;283;177;128;344;3196;2047;5813;633;11400;12007;114.0;493.0;93.0;65.0;64.0;87.0;45.0
2040;19748;1171;35;272;162;138;268;3072;1874;6267;607;11481;12090;116.0;493.0;65.0;44.0;51.0;60.0;43.0
2041;19869;1239;34;292;155;135;260;3298;1793;6131;616;11482;12121;117.0;522.0;126.0;94.0;94.0;115.0;36.0
2042;20285;1155;51;263;147;136;390;2970;1700;6176;597;11236;11841;119.0;486.0;121.0;88.0;91.0;114.0;44.0
