Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;7786;483;23;190;125;109;176;2146;1446;4950;447;8718;8967;46.0;203.0;11.0;6.0;10.0;13.0;14.0
2024;8017;540;30;200;128;113;229;2259;1481;5132;471;9101;9375;47.0;227.0;111.0;81.0;82.0;102.0;32.0
2025;8119;473;27;214;124;107;206;2417;1434;4859;472;8916;9163;48.0;199.0;51.0;36.0;35.0;46.0;18.0
2026;8309;504;19;207;138;125;145;2338;1596;5677;489;9756;10017;49.0;212.0;10.0;6.0;5.0;11.0;16.0
2027;8425;520;24;215;108;116;184;2428;1249;5268;463;9129;9397;49.0;219.0;28.0;18.0;22.0;26.0;16.0
2028;8576;522;23;249;135;117;176;2812;1562;5313;524;9863;10133;50.0;220.0;10.0;3.0;6.0;9.0;17.0
2029;8645;528;38;241;123;117;291;2722;1423;5313;519;9749;10022;51.0;222.0;51.0;36.0;40.0;49.0;23.0
2030;8773;501;27;252;151;120;206;2846;1747;5450;550;10249;10511;51.0;211.0;59.0;39.0;43.0;54.0;18.0
2031;8994;515;26;262;159;141;199;2959;1839;6403;588;11400;11670;53.0;217.0;31.0;21.0;23.0;29.0;15.0
2032;9029;560;39;257;171;152;298;2902;1978;6903;619;12081;12370;53.0;236.0;69.0;44.0;51.0;65.0;24.0
2033;9204;556;29;267;144;132;222;3015;1666;5995;572;10898;11186;54.0;234.0;20.0;11.0;11.0;18.0;17.0
2034;9147;568;28;243;193;145;214;2744;2233;6585;609;11776;12069;54.0;239.0;43.0;30.0;34.0;40.0;22.0
2035;9312;572;20;281;144;125;153;3173;1666;5677;570;10669;10965;55.0;241.0;2.0;-5.0;-1.0;1.0;19.0
2036;9286;570;40;259;163;139;306;2925;1885;6313;601;11429;11723;54.0;240.0;66.0;48.0;50.0;61.0;26.0
2037;9448;585;35;270;150;130;268;3049;1735;5904;585;10956;11257;55.0;246.0;30.0;19.0;21.0;25.0;16.0
2038;9489;571;38;273;159;135;291;3083;1839;6131;605;11344;11640;56.0;240.0;63.0;45.0;47.0;61.0;29.0
2039;9719;612;35;281;175;135;268;3173;2024;6131;626;11596;11911;57.0;258.0;17.0;9.0;8.0;17.0;21.0
2040;9785;582;27;278;164;146;206;3140;1897;6630;615;11873;12175;57.0;245.0;49.0;36.0;36.0;45.0;26.0
2041;9938;621;29;297;157;139;222;3354;1816;6313;622;11705;12024;58.0;261.0;61.0;43.0;44.0;56.0;23.0
2042;10079;576;39;269;150;139;298;3038;1735;6313;597;11384;11685;59.0;242.0;53.0;37.0;42.0;50.0;22.0
