Year;Fit;Colonoscopy;CancerStageITreatments;CancerStageIITreatments;CancerStageIIITreatments;CancerStageIVTreatments;CancerStageI;CancerStageII;CancerStageIII;CancerStageIV;Cancer Treatments;Cancer Treatments Costs;Total;Fit Costs;Colonoscopy Costs;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;23735;1469;57;201;145;111;436;2270;1677;5041;514;9424;10181;139.0;618.0;186.0;138.0;143.0;177.0;81.0
2024;23833;1557;70;200;141;114;535;2259;1631;5177;525;9602;10398;140.0;656.0;340.0;248.0;254.0;316.0;103.0
2025;24721;1443;39;208;123;104;298;2349;1423;4723;474;8793;9546;145.0;608.0;121.0;88.0;94.0;116.0;47.0
2026;24629;1510;38;204;140;124;291;2304;1619;5631;506;9845;10625;144.0;636.0;117.0;84.0;86.0;112.0;54.0
2027;25531;1601;46;201;123;113;352;2270;1423;5132;483;9177;10001;150.0;674.0;144.0;101.0;106.0;129.0;71.0
2028;25409;1568;41;237;140;110;314;2676;1619;4996;528;9605;10414;149.0;660.0;108.0;77.0;82.0;104.0;52.0
2029;26140;1577;52;233;136;110;398;2631;1573;4996;531;9598;10415;153.0;664.0;91.0;55.0;68.0;81.0;68.0
2030;26229;1592;56;244;153;109;428;2756;1770;4950;562;9904;10728;154.0;670.0;209.0;148.0;155.0;195.0;65.0
2031;27022;1647;51;259;163;135;390;2925;1885;6131;608;11331;12182;158.0;693.0;164.0;121.0;126.0;155.0;66.0
2032;26956;1646;48;246;164;143;367;2778;1897;6494;601;11536;12387;158.0;693.0;147.0;98.0;103.0;133.0;57.0
2033;27578;1714;44;257;137;126;336;2902;1585;5722;564;10545;11429;162.0;722.0;103.0;70.0;77.0;96.0;54.0
2034;27527;1667;49;240;179;136;375;2710;2071;6176;604;11332;12195;161.0;702.0;132.0;88.0;101.0;124.0;62.0
2035;28031;1717;35;274;153;113;268;3094;1770;5132;575;10264;11151;164.0;723.0;117.0;81.0;91.0;108.0;62.0
2036;27928;1662;59;238;168;129;451;2688;1943;5858;594;10940;11804;164.0;700.0;163.0;120.0;122.0;155.0;65.0
2037;28534;1791;60;260;147;126;459;2936;1700;5722;593;10817;11738;167.0;754.0;137.0;87.0;97.0;126.0;57.0
2038;28593;1707;49;259;164;134;375;2925;1897;6085;606;11282;12169;168.0;719.0;137.0;89.0;100.0;125.0;67.0
2039;29327;1781;46;267;178;124;352;3015;2059;5631;615;11057;11979;172.0;750.0;93.0;62.0;60.0;83.0;52.0
2040;29439;1746;46;279;160;130;352;3151;1851;5904;615;11258;12166;173.0;735.0;103.0;68.0;72.0;98.0;70.0
2041;29963;1856;45;287;154;138;344;3241;1781;6267;624;11633;12590;176.0;781.0;145.0;105.0;103.0;131.0;63.0
2042;30242;1773;60;256;143;133;459;2891;1654;6040;592;11044;11967;177.0;746.0;168.0;122.0;131.0;157.0;55.0
