Year;Total;Births;Deaths;DeathsByCancer;50-75;HaveCancer;Screened;TruePositives;FalsePositives;SymptomaticTreatments;AsymptomaticTreatments;StageITreatments;StageIITreatments;StageIIITreatments;StageIVTreatments;YearsGained;HYearsGained;DFYearsGained;DALYGained;AsymtomaticCCRDiscovered
2023;1122832;13778;832;0;309296;5149;0;0;0;433.0;0.0;17.0;188.0;121.0;107.0;0.0;0.0;0.0;0.0;0.0
2024;1135778;13846;1256;0;315834;4716;0;0;0;440.0;0.0;14.0;195.0;118.0;113.0;0.0;0.0;0.0;0.0;0.0
2025;1148368;14025;2064;0;321258;4741;0;0;0;460.0;0.0;17.0;215.0;120.0;108.0;0.0;0.0;0.0;0.0;0.0
2026;1160329;14535;2882;0;326569;4784;0;0;0;484.0;0.0;11.0;209.0;139.0;125.0;0.0;0.0;0.0;0.0;0.0
2027;1171982;13607;3958;0;331595;4811;0;0;0;460.0;0.0;18.0;214.0;111.0;117.0;0.0;0.0;0.0;0.0;0.0
2028;1181631;13118;4967;0;336517;4890;0;0;0;516.0;0.0;16.0;251.0;131.0;118.0;0.0;0.0;0.0;0.0;0.0
2029;1189782;13975;5881;0;341997;4933;0;0;0;516.0;0.0;27.0;248.0;123.0;118.0;0.0;0.0;0.0;0.0;0.0
2030;1197876;12562;6551;0;347668;4932;0;0;0;546.0;0.0;17.0;258.0;150.0;121.0;0.0;0.0;0.0;0.0;0.0
2031;1203887;13777;6882;0;353213;4918;0;0;0;589.0;0.0;22.0;268.0;157.0;142.0;0.0;0.0;0.0;0.0;0.0
2032;1210782;14828;7218;0;357136;4864;0;0;0;615.0;0.0;24.0;267.0;169.0;155.0;0.0;0.0;0.0;0.0;0.0
2033;1218392;13797;7778;0;360464;4777;0;0;0;574.0;0.0;22.0;273.0;143.0;136.0;0.0;0.0;0.0;0.0;0.0
2034;1224411;13549;8449;0;363610;4755;0;0;0;603.0;0.0;19.0;248.0;187.0;149.0;0.0;0.0;0.0;0.0;0.0
2035;1229511;14600;9181;0;366745;4718;0;0;0;575.0;0.0;15.0;290.0;144.0;126.0;0.0;0.0;0.0;0.0;0.0
2036;1234930;13967;9994;0;370305;4704;0;0;0;592.0;0.0;30.0;254.0;165.0;143.0;0.0;0.0;0.0;0.0;0.0
2037;1238903;13676;10829;0;374408;4666;0;0;0;588.0;0.0;30.0;274.0;151.0;133.0;0.0;0.0;0.0;0.0;0.0
2038;1241750;13811;11671;0;379067;4630;0;0;0;587.0;0.0;29.0;271.0;156.0;131.0;0.0;0.0;0.0;0.0;0.0
2039;1243890;13978;12156;0;384342;4626;0;0;0;637.0;0.0;28.0;296.0;174.0;139.0;0.0;0.0;0.0;0.0;0.0
2040;1245712;13882;12603;0;389557;4599;0;0;0;608.0;0.0;18.0;281.0;157.0;152.0;0.0;0.0;0.0;0.0;0.0
2041;1246991;14268;13105;0;394921;4613;0;0;0;623.0;0.0;19.0;308.0;153.0;143.0;0.0;0.0;0.0;0.0;0.0
2042;1248154;13383;13186;0;400089;4582;0;0;0;592.0;0.0;26.0;276.0;147.0;143.0;0.0;0.0;0.0;0.0;0.0
